year,ActorId,Name,MovieId,Title,genre,Country,gross
2003,1450,Laura Linney,320,Love Actually,Romance,Asia,38
1996,1450,Laura Linney,786,Primal Fear,Drama,America,103.5
2016,1450,Laura Linney,5,Sully,Biography,America,195.75
1998,1450,Laura Linney,458,The Truman Show,Comedy,Asia,57.25
1990,497,Laura San Giacomo,223,Pretty Woman,Romance,Other countries,158.75
1994,1724,Lauren Holly,965,Dumb and Dumber,Comedy,Other countries,60.5
2016,413,Laurence Fishburne,262,Passengers,Romance,America,107.5
2010,413,Laurence Fishburne,208,Predators,#N/A,America,189.75
1999,413,Laurence Fishburne,547,The Matrix,#N/A,America,30.75
2003,413,Laurence Fishburne,337,The Matrix Reloaded,#N/A,Asia,13
#N/A,413,Laurence Fishburne,971,The Matrix Revolutions,#N/A,#N/A,#N/A
#N/A,945,Laurie Holden,310,Silent Hill,#N/A,#N/A,#N/A
2007,945,Laurie Holden,861,The Mist,#N/A,America,111.5
1991,151,Lawrence A. Bonney,872,The Silence of the Lambs,Drama,America,146.25
#N/A,107,Léa Seydoux,102,Spectre,#N/A,#N/A,#N/A
1985,597,Lea Thompson,747,Back to the Future,Comedy,America,148.5
1989,597,Lea Thompson,209,Back to the Future Part II,Comedy,America,99.75
2002,1132,Leandro Firmino,467,Cidade de Deus,Drama,America,170.75
1998,97,Lee Evans,379,There's Something About Mary,Romance,America,112.75
1957,1296,Lee J. Cobb,588,12 Angry Men,Drama,Other countries,74.75
1973,1296,Lee J. Cobb,377,The Exorcist,#N/A,Other countries,145
1966,1179,Lee Van Cleef,562,"Il buono, il brutto, il cattivo",#N/A,America,40
1965,1179,Lee Van Cleef,311,Per qualche dollaro in più,#N/A,America,68
2004,270,Leigh Whannell,466,Saw,#N/A,Other countries,121.25
2011,809,Leila Hatami,958,Jodaeiye Nader az Simin,Drama,Other countries,31
2008,219,Leland Orser,805,Taken,#N/A,America,97.5
2012,219,Leland Orser,430,Taken 2,#N/A,America,98.75
2009,526,Lena Endre,403,Män som hatar kvinnor,Drama,Other countries,102.5
#N/A,1440,Lena Headey,728,300,#N/A,#N/A,#N/A
2014,1440,Lena Headey,64,300: Rise of an Empire,#N/A,America,127.5
2012,1440,Lena Headey,936,Dredd,#N/A,Other countries,129.25
2013,1440,Lena Headey,30,The Purge,#N/A,America,37.5
2009,390,Leonard Nimoy,744,Star Trek,#N/A,Other countries,42
2006,1195,Leonardo DiCaprio,733,Blood Diamond,Drama,Other countries,71.75
2008,1195,Leonardo DiCaprio,980,Body of Lies,Drama,America,149
2002,1195,Leonardo DiCaprio,839,Catch Me If You Can,Biography,America,109.75
2012,1195,Leonardo DiCaprio,780,Django Unchained,Drama,America,138.5
2002,1195,Leonardo DiCaprio,605,Gangs of New York,Drama,America,94.5
2010,1195,Leonardo DiCaprio,913,Inception,#N/A,America,101.75
2008,1195,Leonardo DiCaprio,911,Revolutionary Road,Romance,America,164.5
1996,1195,Leonardo DiCaprio,500,Romeo + Juliet,Romance,Asia,61.5
2010,1195,Leonardo DiCaprio,394,Shutter Island,#N/A,America,25
2004,1195,Leonardo DiCaprio,644,The Aviator,Biography,America,39.25
2000,1195,Leonardo DiCaprio,210,The Beach,Romance,America,33.75
#N/A,1195,Leonardo DiCaprio,929,The Departed,Drama,#N/A,#N/A
2013,1195,Leonardo DiCaprio,781,The Great Gatsby,Romance,Other countries,136.75
2015,1195,Leonardo DiCaprio,778,The Revenant,Biography,Other countries,135.75
2013,1195,Leonardo DiCaprio,108,The Wolf of Wall Street,Biography,America,99
1997,1195,Leonardo DiCaprio,933,Titanic,Romance,America,42.25
1993,1195,Leonardo DiCaprio,318,What's Eating Gilbert Grape,Drama,Other countries,41
2002,495,Leonor Varela,220,Blade II,#N/A,Asia,24.25
2014,680,Lesley Manville,434,Maleficent,#N/A,Other countries,31.25
2009,230,Leslie Bibb,137,Law Abiding Citizen,Drama,Other countries,82
2016,1773,Leslie Jones,968,Ghostbusters,Comedy,America,20.5
2009,1477,Leslie Mann,88,17 Again,Comedy,America,162.25
2007,1477,Leslie Mann,369,Knocked Up,Romance,Other countries,113.75
1980,64,Leslie Nielsen,902,Airplane!,Comedy,Other countries,108
2015,157,Lewis Black,686,Inside Out,Comedy,America,104.75
2004,598,Liam Aiken,823,A Series of Unfortunate Events,Comedy,America,132
2002,598,Liam Aiken,34,Road to Perdition,Drama,America,49.5
2012,1349,Liam Hemsworth,335,The Expendables 2,#N/A,Europe,23.75
2012,1349,Liam Hemsworth,20,The Hunger Games,Sci-Fi,America,39.25
2013,1349,Liam Hemsworth,676,The Hunger Games: Catching Fire,#N/A,America,129
2014,1349,Liam Hemsworth,973,The Hunger Games: Mockingjay - Part 1,#N/A,America,99
2015,1349,Liam Hemsworth,423,The Hunger Games: Mockingjay - Part 2,#N/A,Other countries,139.25
2014,1044,Liam Neeson,637,A Million Ways to Die in the West,Comedy,America,39.25
2005,1044,Liam Neeson,586,Batman Begins,#N/A,Asia,45.25
2012,1044,Liam Neeson,988,Battleship,#N/A,Other countries,117
2010,1044,Liam Neeson,969,Clash of the Titans,#N/A,Asia,29.25
2005,1044,Liam Neeson,917,Kingdom of Heaven,Drama,Other countries,8.75
2003,1044,Liam Neeson,320,Love Actually,Romance,Asia,38
2014,1044,Liam Neeson,820,Non-Stop,#N/A,America,115
1993,1044,Liam Neeson,312,Schindler's List,Biography,America,138.5
1999,1044,Liam Neeson,57,Star Wars: Episode I - The Phantom Menace,#N/A,America,95.75
2008,1044,Liam Neeson,805,Taken,#N/A,America,97.5
2012,1044,Liam Neeson,430,Taken 2,#N/A,America,98.75
2014,1044,Liam Neeson,73,Taken 3,#N/A,America,149
2010,1044,Liam Neeson,195,The A-Team,Comedy,America,49.75
2011,1044,Liam Neeson,150,The Grey,Drama,America,157.25
#N/A,1044,Liam Neeson,559,The Next Three Days,Drama,#N/A,#N/A
2011,1044,Liam Neeson,387,Unknown,#N/A,Other countries,49.25
2012,1044,Liam Neeson,750,Wrath of the Titans,#N/A,Other countries,120.25
2010,1818,Liev Schreiber,771,Salt,#N/A,Other countries,145.75
2015,1818,Liev Schreiber,649,Spotlight,Drama,Other countries,236.75
2009,1818,Liev Schreiber,753,X-Men Origins: Wolverine,#N/A,Asia,35.25
2014,815,Lili Sepe,681,It Follows,#N/A,America,34.75
2013,558,Lili Taylor,509,The Conjuring,#N/A,America,160
#N/A,1417,Lin Shaye,660,Insidious,#N/A,#N/A,#N/A
2008,936,Lina Leandersson,714,Låt den rätte komma in,Romance,America,80
1973,1318,Linda Blair,377,The Exorcist,#N/A,Other countries,145
1999,719,Linda Fiorentino,17,Dogma,Comedy,America,30.75
1997,719,Linda Fiorentino,298,Men in Black,Comedy,Asia,54.5
1991,997,Linda Hamilton,783,Terminator 2: Judgment Day,#N/A,America,114
1984,997,Linda Hamilton,342,The Terminator,#N/A,America,174.5
1992,117,Linda Larkin,732,Aladdin,Comedy,America,97.25
2004,567,Lindsay Lohan,230,Mean Girls,Comedy,Europe,9
#N/A,1692,Linh Dan Pham,829,Mr. Nobody,Romance,#N/A,#N/A
1946,583,Lionel Barrymore,325,It's a Wonderful Life,Drama,America,97.75
1998,799,Lisa Bonet,275,Enemy of the State,#N/A,America,61.5
1995,11,Lisa Boyle,452,Bad Boys,Comedy,America,99.5
2014,1585,Lisa Kudrow,496,Neighbors,Comedy,Asia,7
2007,1585,Lisa Kudrow,388,P.S. I Love You,Romance,America,120.5
1994,104,Lisa Spoonauer,794,Clerks,Comedy,America,164.5
2011,542,Lisa Thoreson,232,The Adjustment Bureau,Romance,America,135
1998,1776,Liv Tyler,164,Armageddon,Sci-Fi,America,100.5
2008,1776,Liv Tyler,962,The Incredible Hulk,#N/A,America,101.25
2008,811,Lizzy Caplan,765,Cloverfield,#N/A,America,127.75
2014,811,Lizzy Caplan,923,The Interview,Comedy,America,18.5
2007,207,Logan Lerman,950,3:10 to Yuma,Drama,Asia,16.75
2014,207,Logan Lerman,934,Fury,Drama,America,80.5
2010,207,Logan Lerman,696,Percy Jackson & the Olympians: The Lightning Thief,#N/A,Asia,19
2007,207,Logan Lerman,537,The Number 23,#N/A,America,74.75
2012,207,Logan Lerman,471,The Perks of Being a Wallflower,Drama,Asia,73
#N/A,388,Logan Marshall-Green,250,Prometheus,#N/A,#N/A,#N/A
#N/A,1580,Lorella Cravotta,788,Le fabuleux destin d'Amélie Poulain,Romance,#N/A,#N/A
2009,942,Lorna Raver,382,Drag Me to Hell,#N/A,Other countries,128.25
1990,1283,Lorraine Bracco,61,Goodfellas,Biography,America,125.75
#N/A,734,Lorraine Gary,157,Jaws,Drama,#N/A,#N/A
2007,1571,Lou Romano,217,Ratatouille,Comedy,America,95.25
2016,961,Louis C.K.,286,The Secret Life of Pets,Comedy,America,144
1975,1822,Louise Fletcher,852,One Flew Over the Cuckoo's Nest,Drama,Asia,32
2004,1403,Louise Lemoine Torrès,106,Before Sunset,Romance,America,99.5
2005,772,Lucas Black,724,Jarhead,Biography,Asia,23.25
2006,772,Lucas Black,716,The Fast and the Furious: Tokyo Drift,#N/A,America,44
2016,338,Lucas Hedges,743,Manchester by the Sea,Drama,Other countries,126.5
1937,1577,Lucille La Verne,332,Snow White and the Seven Dwarfs,Animation,America,111.5
#N/A,224,Lucy Davis,702,Shaun of the Dead,Comedy,#N/A,#N/A
2000,1257,Lucy Liu,713,Charlie's Angels,Comedy,Other countries,113.25
2006,1257,Lucy Liu,211,Lucky Number Slevin,Drama,America,31.5
2011,1699,Lucy Punch,867,Bad Teacher,Romance,Asia,32.5
#N/A,1722,Lucy Walters,759,Shame,Drama,#N/A,#N/A
2006,964,Luenell,653,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,America,167
2003,527,Luis Guzmán,893,Anger Management,Comedy,America,55.25
1997,527,Luis Guzmán,647,Boogie Nights,Drama,America,19.75
2009,527,Luis Guzmán,961,The Taking of Pelham 123,#N/A,Other countries,90.25
2016,1143,Luke Bracey,219,Hacksaw Ridge,Biography,America,116.75
2014,1769,Luke Evans,551,Dracula Untold,Drama,America,177.25
#N/A,1586,Luke Wilson,590,Legally Blonde,Romance,#N/A,#N/A
2003,1586,Luke Wilson,281,Old School,Comedy,America,43.25
2013,332,Lydia Wilson,523,About Time,Comedy,America,57
2012,933,Lynn Collins,541,John Carter,#N/A,America,61
2000,92,Lynn Ferguson,577,Chicken Run,Comedy,America,96.75
1990,1701,Macaulay Culkin,877,Home Alone,Comedy,America,112.5
1992,1701,Macaulay Culkin,919,Home Alone 2: Lost in New York,Comedy,America,94.5
2014,99,Mackenzie Foy,69,Interstellar,Drama,America,88.5
1995,273,Madeleine Stowe,414,Twelve Monkeys,#N/A,America,46.25
2014,30,Madeleine West,140,Predestination,Drama,America,13.25
2009,1124,Madhavan,183,3 Idiots,Comedy,America,62
2016,1300,Madison Wolfe,319,The Conjuring 2,Drama,America,102.25
2012,1139,Mads Mikkelsen,880,Jagten,Drama,America,116.25
2002,209,Maggie Cheung,741,Ying xiong,#N/A,America,136.75
2008,491,Maggie Grace,805,Taken,#N/A,America,97.5
2012,491,Maggie Grace,430,Taken 2,#N/A,America,98.75
2014,491,Maggie Grace,73,Taken 3,#N/A,America,149
2013,1749,Maggie Gyllenhaal,901,White House Down,Drama,America,153.25
2007,1662,Maggie Q,972,Live Free or Die Hard,#N/A,Asia,61.5
2001,1082,Maggie Smith,324,Harry Potter and the Sorcerer's Stone,#N/A,America,64.25
2016,227,Mahershala Ali,857,Moonlight,Drama,Other countries,102
2004,878,Maia Morgenstern,155,The Passion of the Christ,Drama,Other countries,221.25
2014,1225,Maika Monroe,681,It Follows,#N/A,America,34.75
#N/A,1568,Malcolm McDowell,412,A Clockwork Orange,Drama,#N/A,#N/A
2009,834,Malin Akerman,987,Watchmen,Drama,America,27.5
2002,1166,Mandy Moore,470,A Walk to Remember,Romance,Asia,86.75
2010,1166,Mandy Moore,889,Tangled,Comedy,America,34.75
1987,1293,Mandy Patinkin,314,The Princess Bride,#N/A,America,148.5
#N/A,49,Marcia Gay Harden,567,Into the Wild,Biography,#N/A,#N/A
2007,49,Marcia Gay Harden,861,The Mist,#N/A,America,111.5
#N/A,1171,Margot Robbie,816,Focus,Comedy,#N/A,#N/A
#N/A,1171,Margot Robbie,438,Suicide Squad,#N/A,#N/A,#N/A
2013,1171,Margot Robbie,108,The Wolf of Wall Street,Biography,America,99
2005,965,Maria Bello,524,A History of Violence,Drama,America,47.75
2004,965,Maria Bello,875,Secret Window,Drama,America,27
2005,965,Maria Bello,812,Thank You for Smoking,Comedy,Other countries,169
1998,937,Maria Pitillo,415,Godzilla,#N/A,America,37.25
1964,1231,Marianne Koch,297,Per un pugno di dollari,#N/A,Other countries,60
2006,1397,Maribel Verdú,343,El laberinto del fauno,Drama,America,138.25
2005,1229,Marie-Josée Croze,639,Munich,Drama,Other countries,29.5
1994,1496,Marilyn Ghigliotti,794,Clerks,Comedy,America,164.5
1959,335,Marilyn Monroe,225,Some Like It Hot,Romance,Other countries,150.75
1965,1093,Mario Brega,311,Per qualche dollaro in più,#N/A,America,68
2016,1413,Marion Cotillard,804,Assassin's Creed,#N/A,Asia,45.75
2003,1186,Marisa Tomei,893,Anger Management,Comedy,America,55.25
2011,1186,Marisa Tomei,368,The Lincoln Lawyer,Drama,America,151.5
2008,1186,Marisa Tomei,891,The Wrestler,Sport,Europe,27.5
2000,1186,Marisa Tomei,722,What Women Want,Romance,America,113.75
2000,1493,Mark Boone Junior,479,Memento,#N/A,Other countries,111.75
#N/A,1279,Mark Fredrichs,882,Paranormal Activity,#N/A,#N/A,#N/A
#N/A,272,Mark Hamill,836,Star Wars,#N/A,#N/A,#N/A
1980,272,Mark Hamill,464,Star Wars: Episode V - The Empire Strikes Back,#N/A,America,87
1983,272,Mark Hamill,565,Star Wars: Episode VI - Return of the Jedi,#N/A,America,93.5
1998,1309,Mark Margolis,815,Pi,Drama,Other countries,189.25
2008,1309,Mark Margolis,891,The Wrestler,Sport,Europe,27.5
2015,391,Mark Ruffalo,270,Avengers: Age of Ultron,#N/A,Asia,35.25
#N/A,391,Mark Ruffalo,701,Collateral,Drama,#N/A,#N/A
2013,391,Mark Ruffalo,23,Now You See Me,#N/A,America,73.5
2016,391,Mark Ruffalo,838,Now You See Me 2,Comedy,Other countries,144.5
2010,391,Mark Ruffalo,394,Shutter Island,#N/A,America,25
2015,391,Mark Ruffalo,649,Spotlight,Drama,Other countries,236.75
2007,391,Mark Ruffalo,119,Zodiac,Drama,America,43.5
#N/A,1819,Mark Rylance,32,Bridge of Spies,Drama,#N/A,#N/A
2008,1552,Mark Strong,980,Body of Lies,Drama,America,149
#N/A,1552,Mark Strong,604,Green Lantern,#N/A,#N/A,#N/A
2009,1552,Mark Strong,50,Sherlock Holmes,#N/A,Other countries,169.25
#N/A,1552,Mark Strong,405,Tinker Tailor Soldier Spy,Drama,#N/A,#N/A
2012,1552,Mark Strong,542,Zero Dark Thirty,Drama,Other countries,157.5
2013,1172,Mark Wahlberg,932,2 Guns,Comedy,America,154.5
1997,1172,Mark Wahlberg,647,Boogie Nights,Drama,America,19.75
2013,1172,Mark Wahlberg,351,Lone Survivor,Biography,America,69
2013,1172,Mark Wahlberg,564,Pain & Gain,Comedy,Asia,6.75
#N/A,1172,Mark Wahlberg,268,Planet of the Apes,#N/A,#N/A,#N/A
2007,1172,Mark Wahlberg,627,Shooter,Drama,America,130
2012,1172,Mark Wahlberg,578,Ted,Comedy,America,120.5
2015,1172,Mark Wahlberg,345,Ted 2,Comedy,America,158.25
#N/A,1172,Mark Wahlberg,929,The Departed,Drama,#N/A,#N/A
2010,1172,Mark Wahlberg,484,The Fighter,Biography,America,88.5
2008,1172,Mark Wahlberg,76,The Happening,Sci-Fi,America,145.25
2003,1172,Mark Wahlberg,174,The Italian Job,#N/A,America,98.5
2010,1172,Mark Wahlberg,381,The Other Guys,Comedy,Asia,8.75
2014,1172,Mark Wahlberg,582,Transformers: Age of Extinction,#N/A,America,31.5
2008,13,Mark Walton,824,Bolt,Comedy,America,99.75
2007,310,Marley Shelton,638,Planet Terror,Comedy,America,50.75
1979,1437,Marlon Brando,570,Apocalypse Now,Drama,America,143
1972,1437,Marlon Brando,413,The Godfather,Drama,Asia,33
2009,1278,Marlon Wayans,711,G.I. Joe: The Rise of Cobra,#N/A,America,173.5
#N/A,1278,Marlon Wayans,128,Requiem for a Dream,Drama,#N/A,#N/A
2000,1278,Marlon Wayans,699,Scary Movie,Comedy,America,162.25
1957,895,Martin Balsam,588,12 Angry Men,Drama,Other countries,74.75
#N/A,267,Martin Donovan,330,Insomnia,Drama,#N/A,#N/A
2007,358,Martin Freeman,796,Hot Fuzz,Comedy,America,35.5
2005,358,Martin Freeman,774,The Hitchhiker's Guide to the Galaxy,Comedy,America,123.75
2012,358,Martin Freeman,1,The Hobbit: An Unexpected Journey,#N/A,America,24.5
2014,358,Martin Freeman,625,The Hobbit: The Battle of the Five Armies,#N/A,America,40
2013,358,Martin Freeman,224,The Hobbit: The Desolation of Smaug,#N/A,Asia,16.75
2013,358,Martin Freeman,534,The World's End,Comedy,Other countries,170.5
2005,1164,Martin Hancock,917,Kingdom of Heaven,Drama,Other countries,8.75
2015,1609,Martin Henderson,871,Everest,Biography,America,74
2002,1609,Martin Henderson,233,The Ring,#N/A,America,127
1995,1273,Martin Lawrence,452,Bad Boys,Comedy,America,99.5
2003,1273,Martin Lawrence,924,Bad Boys II,Comedy,Other countries,152
1979,941,Martin Sheen,570,Apocalypse Now,Drama,America,143
2002,941,Martin Sheen,839,Catch Me If You Can,Biography,America,109.75
2007,1001,Martin Stringer,739,There Will Be Blood,Drama,Other countries,152.5
2006,411,Martina Gedeck,370,Das Leben der Anderen,Drama,America,36.75
2003,1543,Martine McCutcheon,320,Love Actually,Romance,Asia,38
2014,875,Marton Csokas,558,The Equalizer,#N/A,Other countries,139.75
#N/A,875,Marton Csokas,879,xXx,#N/A,#N/A,#N/A
1991,859,Mary Elizabeth Mastrantonio,243,Robin Hood: Prince of Thieves,Drama,Other countries,81.25
1983,859,Mary Elizabeth Mastrantonio,141,Scarface,Drama,America,104
2016,1560,Mary Elizabeth Winstead,374,10 Cloverfield Lane,Drama,America,47
2013,1560,Mary Elizabeth Winstead,705,A Good Day to Die Hard,#N/A,America,10.25
2010,1560,Mary Elizabeth Winstead,435,Scott Pilgrim vs. the World,Comedy,America,81.25
2001,614,Mary Gibbs,592,"Monsters, Inc.",Comedy,Europe,47
1999,566,Mary Kay Bergman,655,"South Park: Bigger, Longer & Uncut",Comedy,America,163.25
#N/A,1056,Mary McCormack,21,1408,Drama,#N/A,#N/A
2001,1056,Mary McCormack,181,K-PAX,Drama,Asia,28.75
1990,890,Mary McDonnell,990,Dances with Wolves,Drama,America,107.25
#N/A,890,Mary McDonnell,888,Donnie Darko,Drama,#N/A,#N/A
1996,890,Mary McDonnell,840,Independence Day,#N/A,Other countries,67.5
#N/A,141,Mary Steenburgen,970,Back to the Future Part III,Comedy,#N/A,#N/A
2008,141,Mary Steenburgen,939,Step Brothers,Comedy,Asia,29
2009,141,Mary Steenburgen,182,The Proposal,Romance,Other countries,55.75
1993,141,Mary Steenburgen,318,What's Eating Gilbert Grape,Drama,Other countries,41
2010,250,Mary-Louise Parker,282,RED,Comedy,America,73
2002,469,Matheus Nachtergaele,467,Cidade de Deus,Drama,America,170.75
#N/A,334,Mathieu Amalric,169,Quantum of Solace,#N/A,#N/A,#N/A
2014,334,Mathieu Amalric,487,The Grand Budapest Hotel,Comedy,America,69
#N/A,255,Mathieu Kassovitz,788,Le fabuleux destin d'Amélie Poulain,Romance,#N/A,#N/A
2016,650,Matt Bomer,134,The Nice Guys,Comedy,America,45.25
2011,1792,Matt Damon,492,Contagion,Drama,America,189
1999,1792,Matt Damon,17,Dogma,Comedy,America,30.75
2013,1792,Matt Damon,166,Elysium,Drama,America,90.5
1997,1792,Matt Damon,754,Good Will Hunting,Romance,America,57.5
2016,1792,Matt Damon,773,Jason Bourne,#N/A,America,122
#N/A,1792,Matt Damon,68,Ocean's Eleven,#N/A,#N/A,#N/A
2007,1792,Matt Damon,976,Ocean's Thirteen,#N/A,Asia,49
1998,1792,Matt Damon,555,Saving Private Ryan,Drama,Asia,17.5
2011,1792,Matt Damon,232,The Adjustment Bureau,Romance,America,135
2002,1792,Matt Damon,710,The Bourne Identity,#N/A,America,51.5
2004,1792,Matt Damon,359,The Bourne Supremacy,#N/A,America,119.25
#N/A,1792,Matt Damon,772,The Bourne Ultimatum,#N/A,#N/A,#N/A
#N/A,1792,Matt Damon,929,The Departed,Drama,#N/A,#N/A
2015,1792,Matt Damon,620,The Martian,Drama,America,104.5
1999,1792,Matt Damon,125,The Talented Mr. Ripley,Drama,America,65.75
2010,1792,Matt Damon,995,True Grit,Drama,Other countries,143.75
1998,684,Matt Dillon,379,There's Something About Mary,Romance,America,112.75
2007,1152,Matt Long,25,Ghost Rider,#N/A,America,15.5
2002,1359,Matt Schulze,907,The Transporter,#N/A,America,177.5
1999,666,Matt Stone,655,"South Park: Bigger, Longer & Uncut",Comedy,America,163.25
1986,347,Matthew Broderick,24,Ferris Bueller's Day Off,Comedy,Asia,14.25
1998,347,Matthew Broderick,415,Godzilla,#N/A,America,37.25
#N/A,347,Matthew Broderick,535,The Lion King,Drama,#N/A,#N/A
#N/A,586,Matthew Davis,590,Legally Blonde,Romance,#N/A,#N/A
2005,1682,Matthew Goode,317,Match Point,Romance,America,35
2014,1682,Matthew Goode,530,The Imitation Game,Biography,America,107
2005,74,Matthew Macfadyen,974,Pride & Prejudice,Romance,America,113
2010,74,Matthew Macfadyen,593,Robin Hood,Drama,America,56.25
2008,379,Matthew Marsden,167,Rambo,#N/A,America,131.5
1997,1250,Matthew McConaughey,289,Contact,Drama,America,117.75
2013,1250,Matthew McConaughey,432,Dallas Buyers Club,Biography,America,172
2003,1250,Matthew McConaughey,799,How to Lose a Guy in 10 Days,Romance,America,114.75
2014,1250,Matthew McConaughey,69,Interstellar,Drama,America,88.5
